,year,population,zipcode
1255,2011,17143,10538
1256,2012,17100,10538
1257,2013,17150,10538
1258,2014,16920,10538
1259,2015,17200,10538
1260,2005,25223,10541
1261,2006,24015,10541
1262,2007,24668,10541
1263,2008,24353,10541
1264,2009,24363,10541
1265,2010,24632,10541
1266,2011,24678,10541
1267,2012,24480,10541
1268,2013,24450,10541
1269,2014,24410,10541
1270,2015,24240,10541
1271,2005,18214,10543
1272,2006,17528,10543
1273,2007,18215,10543
1274,2008,17952,10543
1275,2009,18535,10543
1276,2010,18691,10543
1277,2011,18871,10543
1278,2012,18880,10543
1279,2013,18890,10543
1280,2014,18680,10543
1281,2015,18930,10543
1282,2005,1570,10546
1283,2006,1489,10546
1284,2007,1493,10546
1285,2008,1475,10546
1286,2009,1435,10546
1287,2010,1527,10546
1288,2011,1513,10546
1289,2012,1480,10546
1290,2013,1460,10546
1291,2014,1460,10546
1292,2015,1460,10546
1293,2005,7017,10547
1294,2006,6761,10547
1295,2007,7041,10547
1296,2008,6819,10547
1297,2009,6863,10547
1298,2010,6946,10547
1299,2011,7052,10547
1300,2012,7060,10547
1301,2013,6910,10547
1302,2014,6810,10547
1303,2015,6860,10547
1304,2005,2944,10548
1305,2006,2814,10548
1306,2007,2938,10548
1307,2008,2830,10548
1308,2009,2791,10548
1309,2010,2923,10548
1310,2011,2898,10548
1311,2012,3010,10548
1312,2013,2940,10548
1313,2014,2920,10548
1314,2015,2980,10548
1315,2005,15547,10549
1316,2006,14896,10549
1317,2007,15581,10549
1318,2008,15454,10549
1319,2009,15746,10549
1320,2010,15723,10549
1321,2011,15827,10549
1322,2012,16250,10549
1323,2013,16150,10549
1324,2014,15830,10549
1325,2015,15940,10549
1326,2005,31212,10550
1327,2006,30948,10550
1328,2007,32600,10550
1329,2008,31259,10550
1330,2009,31910,10550
1331,2010,33007,10550
1332,2011,33352,10550
1333,2012,33350,10550
1334,2013,34030,10550
1335,2014,34220,10550
1336,2015,34680,10550
1337,2005,17272,10552
1338,2006,17059,10552
1339,2007,18116,10552
1340,2008,17346,10552
1341,2009,17587,10552
1342,2010,17883,10552
1343,2011,18075,10552
1344,2012,18160,10552
1345,2013,18370,10552
1346,2014,18360,10552
1347,2015,18520,10552
1348,2005,9769,10553
1349,2006,9630,10553
1350,2007,10098,10553
1351,2008,9781,10553
1352,2009,9994,10553
1353,2010,9836,10553
1354,2011,9838,10553
1355,2012,9800,10553
1356,2013,10070,10553
1357,2014,9970,10553
1358,2015,10070,10553
1359,2005,4377,10560
1360,2006,4128,10560
1361,2007,4211,10560
1362,2008,4203,10560
1363,2009,4206,10560
1364,2010,4196,10560
1365,2011,4155,10560
1366,2012,4270,10560
1367,2013,4240,10560
1368,2014,4190,10560
1369,2015,4210,10560
1370,2005,26616,10562
1371,2006,26039,10562
1372,2007,27194,10562
1373,2008,26545,10562
1374,2009,27233,10562
1375,2010,27407,10562
1376,2011,28301,10562
1377,2012,28880,10562
1378,2013,30070,10562
1379,2014,29480,10562
1380,2015,29320,10562
1381,2005,20844,10566
1382,2006,20590,10566
1383,2007,21816,10566
1384,2008,21124,10566
1385,2009,21232,10566
1386,2010,21315,10566
1387,2011,21854,10566
1388,2012,21910,10566
1389,2013,22100,10566
1390,2014,21650,10566
1391,2015,21740,10566
1392,2005,19182,10567
1393,2006,18469,10567
1394,2007,19170,10567
1395,2008,18891,10567
1396,2009,19242,10567
1397,2010,19211,10567
1398,2011,19098,10567
1399,2012,18970,10567
1400,2013,19010,10567
1401,2014,18250,10567
1402,2015,18560,10567
1403,2005,12727,10570
1404,2006,11840,10570
1405,2007,12120,10570
1406,2008,11971,10570
1407,2009,11887,10570
1408,2010,12070,10570
1409,2011,12059,10570
1410,2012,12010,10570
1411,2013,11920,10570
1412,2014,11900,10570
1413,2015,11990,10570
1414,2005,33332,10573
1415,2006,32795,10573
1416,2007,34738,10573
1417,2008,34368,10573
1418,2009,36399,10573
1419,2010,36530,10573
1420,2011,37157,10573
1421,2012,37590,10573
1422,2013,37500,10573
1423,2014,36850,10573
1424,2015,37040,10573
1425,2005,5409,10576
1426,2006,5032,10576
1427,2007,5065,10576
1428,2008,5122,10576
1429,2009,4988,10576
1430,2010,5076,10576
1431,2011,5089,10576
1432,2012,5200,10576
1433,2013,5040,10576
1434,2014,4920,10576
1435,2015,4940,10576
1436,2005,3582,10577
1437,2006,3222,10577
1438,2007,3395,10577
1439,2008,3340,10577
1440,2009,3246,10577
1441,2010,3211,10577
1442,2011,3009,10577
1443,2012,2920,10577
1444,2013,2910,10577
1445,2014,2950,10577
1446,2015,3010,10577
1447,2005,916,10578
1448,2006,885,10578
1449,2007,895,10578
1450,2008,863,10578
1451,2009,878,10578
1452,2010,905,10578
1453,2011,864,10578
1454,2012,900,10578
1455,2013,880,10578
1456,2014,850,10578
1457,2015,820,10578
1458,2005,8858,10579
1459,2006,8359,10579
1460,2007,8673,10579
1461,2008,8453,10579
1462,2009,8550,10579
1463,2010,8588,10579
1464,2011,8577,10579
1465,2012,8510,10579
1466,2013,8470,10579
1467,2014,8340,10579
1468,2015,8310,10579
1469,2005,17713,10580
1470,2006,16445,10580
1471,2007,16765,10580
1472,2008,16928,10580
1473,2009,17011,10580
1474,2010,17229,10580
1475,2011,17252,10580
1476,2012,17320,10580
1477,2013,17290,10580
1478,2014,16970,10580
1479,2015,17240,10580
1480,2005,41973,10583
1481,2006,38724,10583
1482,2007,39445,10583
1483,2008,39589,10583
1484,2009,39698,10583
1485,2010,39634,10583
1486,2011,40101,10583
1487,2012,40110,10583
1488,2013,39610,10583
1489,2014,39520,10583
1490,2015,39860,10583
1491,2005,2383,10588
1492,2006,2269,10588
1493,2007,2408,10588
1494,2008,2331,10588
1495,2009,2383,10588
1496,2010,2387,10588
1497,2011,2401,10588
1498,2012,2460,10588
1499,2013,2450,10588
1500,2014,2360,10588
1501,2015,2370,10588
1502,2005,8334,10589
1503,2006,7977,10589
1504,2007,8195,10589
1505,2008,8084,10589
1506,2009,8032,10589
1507,2010,8062,10589
1508,2011,8014,10589
1509,2012,8000,10589
1510,2013,8020,10589
1511,2014,7970,10589
1512,2015,8010,10589
1513,2005,7119,10590
1514,2006,6679,10590
1515,2007,6761,10590
1516,2008,6683,10590
1517,2009,6664,10590
1518,2010,6555,10590
1519,2011,6513,10590
1520,2012,6580,10590
1521,2013,6370,10590
1522,2014,6370,10590
1523,2015,6360,10590
1524,2005,20604,10591
1525,2006,19980,10591
1526,2007,20666,10591
1527,2008,20660,10591
1528,2009,21364,10591
1529,2010,22490,10591
1530,2011,21337,10591
1531,2012,21200,10591
1532,2013,21370,10591
1533,2014,21530,10591
1534,2015,21760,10591
1535,2005,5086,10594
1536,2006,4757,10594
1537,2007,4971,10594
1538,2008,4821,10594
1539,2009,4836,10594
1540,2010,4740,10594
1541,2011,4893,10594
1542,2012,4900,10594
1543,2013,4890,10594
1544,2014,4910,10594
1545,2015,4980,10594
1546,2005,6324,10595
1547,2006,6048,10595
1548,2007,6317,10595
1549,2008,6261,10595
1550,2009,6214,10595
1551,2010,6159,10595
1552,2011,6191,10595
1553,2012,6130,10595
1554,2013,6160,10595
1555,2014,6160,10595
1556,2015,6190,10595
1557,2005,1134,10597
1558,2006,1014,10597
1559,2007,1012,10597
1560,2008,1047,10597
1561,2009,1003,10597
1562,2010,999,10597
1563,2011,1023,10597
1564,2012,1000,10597
1565,2013,990,10597
1566,2014,990,10597
1567,2015,1000,10597
1568,2005,29719,10598
1569,2006,28352,10598
1570,2007,29010,10598
1571,2008,28604,10598
1572,2009,28651,10598
1573,2010,28460,10598
1574,2011,28537,10598
1575,2012,28530,10598
1576,2013,28790,10598
1577,2014,28220,10598
1578,2015,28610,10598
1579,2005,8017,10601
1580,2006,8169,10601
1581,2007,9022,10601
1582,2008,9023,10601
1583,2009,9620,10601
1584,2010,9929,10601
1585,2011,9968,10601
1586,2012,9990,10601
1587,2013,10060,10601
1588,2014,10010,10601
1589,2015,10060,10601
1590,2005,16557,10603
1591,2006,16067,10603
1592,2007,16987,10603
1593,2008,16427,10603
1594,2009,16859,10603
1595,2010,17003,10603
1596,2011,17357,10603
1597,2012,17380,10603
1598,2013,17990,10603
1599,2014,17550,10603
1600,2015,17800,10603
1601,2005,12958,10604
1602,2006,12703,10604
1603,2007,12022,10604
1604,2008,10381,10604
1605,2009,10438,10604
1606,2010,10585,10604
1607,2011,10614,10604
1608,2012,10720,10604
1609,2013,10820,10604
1610,2014,10840,10604
1611,2015,10700,10604
1612,2005,18332,10605
1613,2006,17810,10605
1614,2007,18535,10605
1615,2008,18191,10605
1616,2009,18504,10605
1617,2010,18828,10605
1618,2011,18737,10605
1619,2012,18960,10605
1620,2013,18770,10605
1621,2014,18560,10605
1622,2015,18970,10605
1623,2005,13882,10606
1624,2006,13718,10606
1625,2007,14495,10606
1626,2008,14453,10606
1627,2009,15232,10606
1628,2010,15736,10606
1629,2011,16656,10606
1630,2012,15820,10606
1631,2013,15830,10606
1632,2014,16040,10606
1633,2015,15720,10606
1634,2005,7312,10607
1635,2006,7228,10607
1636,2007,7319,10607
1637,2008,7187,10607
1638,2009,7311,10607
1639,2010,7399,10607
1640,2011,7325,10607
1641,2012,7450,10607
1642,2013,7420,10607
1643,2014,7570,10607
1644,2015,7460,10607
1645,2005,49037,10701
1646,2006,48683,10701
1647,2007,52204,10701
1648,2008,50760,10701
1649,2009,51363,10701
1650,2010,52848,10701
1651,2011,52374,10701
1652,2012,53670,10701
1653,2013,54050,10701
1654,2014,54540,10701
1655,2015,54000,10701
1656,2005,18426,10703
1657,2006,17694,10703
1658,2007,19176,10703
1659,2008,18385,10703
1660,2009,18726,10703
1661,2010,18942,10703
1662,2011,19080,10703
1663,2012,19070,10703
1664,2013,19570,10703
1665,2014,19460,10703
1666,2015,19550,10703
1667,2005,27337,10704
1668,2006,27138,10704
1669,2007,28732,10704
1670,2008,27985,10704
1671,2009,28587,10704
1672,2010,29081,10704
1673,2011,29177,10704
1674,2012,29260,10704
1675,2013,29380,10704
1676,2014,29360,10704
1677,2015,29920,10704
1678,2005,32020,10705
1679,2006,32803,10705
1680,2007,33993,10705
1681,2008,32887,10705
1682,2009,33579,10705
1683,2010,34089,10705
1684,2011,34234,10705
1685,2012,34240,10705
1686,2013,35140,10705
1687,2014,35500,10705
1688,2015,35390,10705
1689,2005,8921,10706
1690,2006,8333,10706
1691,2007,8622,10706
1692,2008,8468,10706
1693,2009,8503,10706
1694,2010,8623,10706
1695,2011,8633,10706
1696,2012,8670,10706
1697,2013,8860,10706
1698,2014,8830,10706
1699,2015,8890,10706
1700,2005,9288,10707
1701,2006,9006,10707
1702,2007,9507,10707
1703,2008,9203,10707
1704,2009,9341,10707
1705,2010,9409,10707
1706,2011,9774,10707
1707,2012,9580,10707
1708,2013,9670,10707
1709,2014,9520,10707
1710,2015,9500,10707
1711,2005,20649,10708
1712,2006,19670,10708
1713,2007,20378,10708
1714,2008,20104,10708
1715,2009,20289,10708
1716,2010,20470,10708
1717,2011,20573,10708
1718,2012,20570,10708
1719,2013,20570,10708
1720,2014,20320,10708
1721,2015,20500,10708
1722,2005,9230,10709
1723,2006,8809,10709
1724,2007,9227,10709
1725,2008,9047,10709
1726,2009,9055,10709
1727,2010,9268,10709
1728,2011,9209,10709
1729,2012,9260,10709
1730,2013,9280,10709
1731,2014,9310,10709
1732,2015,9390,10709
1733,2005,24215,10710
1734,2006,23664,10710
1735,2007,25179,10710
1736,2008,24552,10710
1737,2009,24612,10710
1738,2010,24904,10710
1739,2011,24826,10710
1740,2012,24810,10710
1741,2013,25320,10710
1742,2014,25110,10710
1743,2015,25270,10710
1744,2005,32417,10801
1745,2006,32011,10801
1746,2007,34958,10801
1747,2008,33592,10801
1748,2009,34573,10801
1749,2010,35878,10801
1750,2011,35479,10801
1751,2012,35620,10801
1752,2013,35350,10801
1753,2014,35660,10801
1754,2015,35920,10801
1755,2005,13024,10803
1756,2006,12253,10803
1757,2007,12627,10803
1758,2008,12423,10803
1759,2009,12637,10803
1760,2010,12696,10803
1761,2011,12787,10803
1762,2012,12670,10803
1763,2013,12790,10803
1764,2014,12650,10803
1765,2015,12870,10803
1766,2005,15579,10804
1767,2006,14399,10804
1768,2007,14652,10804
1769,2008,14392,10804
1770,2009,14414,10804
1771,2010,14570,10804
1772,2011,14572,10804
1773,2012,14800,10804
1774,2013,14740,10804
1775,2014,14410,10804
1776,2015,14510,10804
1777,2005,15001,10805
1778,2006,14625,10805
1779,2007,15608,10805
1780,2008,15291,10805
1781,2009,15532,10805
1782,2010,15850,10805
1783,2011,16197,10805
1784,2012,16050,10805
1785,2013,15990,10805
1786,2014,16150,10805
1787,2015,16270,10805
1788,2005,22387,10901
1789,2006,21587,10901
1790,2007,22522,10901
1791,2008,22250,10901
1792,2009,22945,10901
1793,2010,23131,10901
1794,2011,22981,10901
1795,2012,23400,10901
1796,2013,23070,10901
1797,2014,22870,10901
1798,2015,22790,10901
1799,2005,28,10911
1800,2006,32,10911
1801,2007,21,10911
1802,2005,5296,10913
1803,2006,5065,10913
1804,2007,5403,10913
1805,2008,5312,10913
1806,2009,5251,10913
1807,2010,5122,10913
1808,2011,5206,10913
1809,2012,5180,10913
1810,2013,5100,10913
1811,2014,5130,10913
1812,2015,5150,10913
1813,2005,4543,10916
1814,2006,4313,10916
1815,2007,4427,10916
1816,2008,4438,10916
1817,2009,4477,10916
1818,2010,4442,10916
1819,2011,4577,10916
1820,2012,4410,10916
1821,2013,4420,10916
1822,2014,4310,10916
1823,2015,4340,10916
1824,2005,2059,10917
1825,2006,1975,10917
1826,2007,2015,10917
1827,2008,2023,10917
1828,2009,1979,10917
1829,2010,2045,10917
1830,2011,2146,10917
1831,2012,2020,10917
1832,2013,2030,10917
1833,2014,2070,10917
1834,2015,2040,10917
1835,2005,10691,10918
1836,2006,10430,10918
1837,2007,10813,10918
1838,2008,10565,10918
1839,2009,10562,10918
1840,2010,10686,10918
1841,2011,10604,10918
1842,2012,10660,10918
1843,2013,10620,10918
1844,2014,10600,10918
1845,2015,10540,10918
1846,2005,1106,10919
1847,2006,1159,10919
1848,2007,1214,10919
1849,2008,1173,10919
1850,2009,1146,10919
1851,2010,1165,10919
1852,2011,1166,10919
1853,2012,1220,10919
1854,2013,1150,10919
1855,2014,1150,10919
1856,2015,1120,10919
1857,2005,8836,10920
1858,2006,8514,10920
1859,2007,8778,10920
1860,2008,8604,10920
1861,2009,8576,10920
1862,2010,8681,10920
1863,2011,8662,10920
1864,2012,8710,10920
1865,2013,8720,10920
1866,2014,8660,10920
1867,2015,8600,10920
1868,2005,4039,10921
1869,2006,3956,10921
1870,2007,4219,10921
1871,2008,4079,10921
1872,2009,4183,10921
1873,2010,4153,10921
1874,2011,4345,10921
1875,2012,4240,10921
1876,2013,4300,10921
1877,2014,4250,10921
1878,2015,4070,10921
1879,2005,8586,10923
1880,2006,8286,10923
1881,2007,8629,10923
1882,2008,8435,10923
1883,2009,8724,10923
1884,2010,8766,10923
1885,2011,8851,10923
1886,2012,8720,10923
1887,2013,8780,10923
1888,2014,8790,10923
1889,2015,8750,10923
1890,2005,11645,10924
1891,2006,11158,10924
1892,2007,11966,10924
1893,2008,11518,10924
1894,2009,11617,10924
1895,2010,11687,10924
1896,2011,11735,10924
1897,2012,11510,10924
1898,2013,11850,10924
1899,2014,11710,10924
1900,2015,11830,10924
1901,2005,4889,10925
1902,2006,4689,10925
1903,2007,4888,10925
1904,2008,4703,10925
1905,2009,4704,10925
1906,2010,4714,10925
1907,2011,4729,10925
1908,2012,4600,10925
1909,2013,4640,10925
1910,2014,4460,10925
1911,2015,4420,10925
1912,2005,3417,10926
1913,2006,3371,10926
1914,2007,3437,10926
1915,2008,3495,10926
1916,2009,3484,10926
1917,2010,3458,10926
1918,2011,3586,10926
1919,2012,3710,10926
1920,2013,3480,10926
1921,2014,3500,10926
1922,2015,3570,10926
1923,2005,9328,10927
1924,2006,9327,10927
1925,2007,10250,10927
1926,2008,10265,10927
1927,2009,10884,10927
1928,2010,11067,10927
1929,2011,10996,10927
1930,2012,11220,10927
1931,2013,11410,10927
1932,2014,11640,10927
1933,2015,11330,10927
1934,2005,4046,10928
1935,2006,3864,10928
1936,2007,4123,10928
1937,2008,3934,10928
1938,2009,3884,10928
1939,2010,3873,10928
1940,2011,3849,10928
1941,2012,3870,10928
1942,2013,3880,10928
1943,2014,4010,10928
1944,2015,3900,10928
1945,2005,9199,10930
1946,2006,8701,10930
1947,2007,9129,10930
1948,2008,9067,10930
1949,2009,9134,10930
1950,2010,9159,10930
1951,2011,9215,10930
1952,2012,9080,10930
1953,2013,9080,10930
1954,2014,8890,10930
1955,2015,8900,10930
1956,2005,868,10931
1957,2006,874,10931
1958,2007,887,10931
1959,2008,886,10931
1960,2009,937,10931
1961,2010,940,10931
1962,2011,974,10931
1963,2012,960,10931
1964,2013,920,10931
1965,2014,920,10931
1966,2015,900,10931
1967,2005,40983,10940
1968,2006,40475,10940
1969,2007,43772,10940
1970,2008,42670,10940
1971,2009,45320,10940
1972,2010,46064,10940
1973,2011,46091,10940
1974,2012,45160,10940
1975,2013,46070,10940
1976,2014,45700,10940
1977,2015,46390,10940
1978,2005,13106,10941
1979,2006,12682,10941
1980,2007,13636,10941
1981,2008,12952,10941
1982,2009,13165,10941
1983,2010,13066,10941
1984,2011,13144,10941
1985,2012,13110,10941
1986,2013,12980,10941
1987,2014,12960,10941
1988,2015,13160,10941
1989,2005,37546,10950
1990,2006,38681,10950
1991,2007,41331,10950
1992,2008,42164,10950
1993,2009,43831,10950
1994,2010,44135,10950
1995,2011,45640,10950
1996,2012,46700,10950
1997,2013,47550,10950
1998,2014,48670,10950
1999,2015,50690,10950
2000,2005,32184,10952
2001,2006,32355,10952
2002,2007,35417,10952
2003,2008,36462,10952
2004,2009,38361,10952
2005,2010,39048,10952
2006,2011,39821,10952
2007,2012,41100,10952
2008,2013,41980,10952
2009,2014,42350,10952
2010,2015,43610,10952
2011,2005,22742,10954
2012,2006,21789,10954
2013,2007,22639,10954
2014,2008,22207,10954
2015,2009,22487,10954
2016,2010,22785,10954
2017,2011,23099,10954
2018,2012,23160,10954
2019,2013,22960,10954
2020,2014,23070,10954
2021,2015,22970,10954
2022,2005,34062,10956
2023,2006,31660,10956
2024,2007,32499,10956
2025,2008,31928,10956
2026,2009,32266,10956
2027,2010,32770,10956
2028,2011,32062,10956
2029,2012,32300,10956
2030,2013,32240,10956
2031,2014,31720,10956
2032,2015,31690,10956
2033,2005,3348,10958
2034,2006,3292,10958
2035,2007,3340,10958
2036,2008,3222,10958
2037,2009,3201,10958
2038,2010,3259,10958
2039,2011,3337,10958
2040,2012,3300,10958
2041,2013,3180,10958
2042,2014,3170,10958
2043,2015,3220,10958
2044,2005,13061,10960
2045,2006,12576,10960
2046,2007,13124,10960
2047,2008,12720,10960
2048,2009,12938,10960
2049,2010,13166,10960
2050,2011,13298,10960
2051,2012,13300,10960
2052,2013,13230,10960
2053,2014,13310,10960
2054,2015,13450,10960
2055,2005,5179,10962
2056,2006,4904,10962
2057,2007,5240,10962
2058,2008,4888,10962
2059,2009,4930,10962
2060,2010,4972,10962
2061,2011,4995,10962
2062,2012,5040,10962
2063,2013,5160,10962
2064,2014,5020,10962
2065,2015,4990,10962
2066,2005,2537,10963
2067,2006,2476,10963
2068,2007,2671,10963
2069,2008,2512,10963
2070,2009,2537,10963
2071,2010,2521,10963
2072,2011,2478,10963
2073,2012,2400,10963
2074,2013,2380,10963
2075,2014,2440,10963
2076,2015,2410,10963
2077,2005,1541,10964
2078,2006,1408,10964
2079,2007,1437,10964
2080,2008,1424,10964
2081,2009,1425,10964
2082,2010,1479,10964
2083,2011,1408,10964
2084,2012,1460,10964
2085,2013,1410,10964
2086,2014,1380,10964
2087,2015,1420,10964
2088,2005,15550,10965
2089,2006,15010,10965
2090,2007,15363,10965
2091,2008,14990,10965
2092,2009,15133,10965
2093,2010,15174,10965
2094,2011,14697,10965
2095,2012,14690,10965
2096,2013,14820,10965
2097,2014,14820,10965
2098,2015,14920,10965
2099,2005,2298,10968
2100,2006,2142,10968
2101,2007,2015,10968
2102,2008,2008,10968
2103,2009,2035,10968
2104,2010,2033,10968
2105,2011,2086,10968
2106,2012,2140,10968
2107,2013,1990,10968
2108,2014,2040,10968
2109,2015,2130,10968
2110,2005,1304,10969
2111,2006,1291,10969
2112,2007,1355,10969
2113,2008,1261,10969
2114,2009,1234,10969
2115,2010,1231,10969
2116,2011,1226,10969
2117,2012,1210,10969
2118,2013,1180,10969
2119,2014,1170,10969
2120,2015,1220,10969
2121,2005,9491,10970
2122,2006,8975,10970
2123,2007,9457,10970
2124,2008,9093,10970
2125,2009,9217,10970
2126,2010,9434,10970
2127,2011,9454,10970
2128,2012,9550,10970
2129,2013,9430,10970
2130,2014,9460,10970
2131,2015,9570,10970
2132,2005,2406,10973
2133,2006,2307,10973
2134,2007,2369,10973
2135,2008,2315,10973
2136,2009,2264,10973
2137,2010,2326,10973
